Apple|+00.24|+00.98|+00.11
Bowl|+01.59|+00.90|-01.26
Bread|+00.40|+00.96|+00.11
ButterKnife|-00.79|+00.90|-02.19
Cabinet|-00.84|+00.47|-01.67
Cabinet|+01.39|+00.47|-01.06
Cabinet|-00.82|+00.47|-01.69
Cabinet|+01.38|+00.47|-01.69
Cabinet|+01.75|+02.02|-01.40
Cabinet|+00.20|+02.02|-02.00
Cabinet|+01.72|+02.02|-02.00
Cabinet|-01.10|+02.02|-02.00
Cabinet|-00.46|+02.27|-02.00
Cabinet|-01.15|+02.27|-00.83
Cabinet|-01.15|+02.02|-01.98
Cabinet|+01.18|+02.02|-02.00
Cabinet|+01.75|+02.02|-01.03
CoffeeMachine|+01.37|+00.90|-02.11
CounterTop|+00.23|+00.95|-02.00
Cup|-00.06|+00.92|+00.10
DiningTable|+00.17|+00.01|+00.68
DishSponge|+00.03|+00.75|-02.07
Drawer|-00.82|+00.75|-01.69
Egg|-01.42|+01.01|-00.86
Faucet|-00.14|+00.90|-02.29
Floor|+00.00|+00.00|+00.00
Fork|+00.45|+00.90|-01.89
Fridge|-01.50|+00.00|-00.70
GarbageCan|+01.85|-00.03|+00.14
Knife|+01.61|+00.91|-01.58
Ladle|+00.48|+00.94|+01.41
Lettuce|-01.47|+01.05|-00.54
LightSwitch|+00.11|+01.32|+02.75
Microwave|-01.23|+00.90|-01.68
Mug|-00.31|+00.75|-02.10
Pan|+01.82|+00.95|-00.35
PepperShaker|+01.95|+00.90|-01.23
Plate|+00.48|+00.92|+01.08
Pot|-00.12|+00.92|+01.50
Potato|+00.06|+00.95|-00.05
SaltShaker|+01.63|+00.90|-01.85
Shelf|+00.17|+00.53|+00.68
Shelf|+00.17|+00.16|+00.68
Shelf|+01.60|+00.17|+02.48
Shelf|+01.60|+00.55|+02.48
Shelf|+01.60|+00.88|+02.48
ShelvingUnit|+01.60|+00.01|+02.48
Sink|-00.11|+00.89|-02.01
Sink|-00.11|+00.89|-02.01|SinkBasin
SoapBottle|+00.32|+00.90|-02.14
Spatula|-00.63|+00.91|-02.18
Spoon|+00.38|+00.90|-01.97
Stool|-00.55|+00.00|+00.87
StoveBurner|+01.85|+00.94|-00.36
StoveBurner|+01.85|+00.94|-00.76
StoveBurner|+01.57|+00.94|-00.36
StoveBurner|+01.57|+00.94|-00.76
StoveKnob|+02.04|+01.09|-00.65
StoveKnob|+02.04|+01.09|-00.25
StoveKnob|+02.04|+01.09|-00.41
StoveKnob|+02.04|+01.09|-00.82
Toaster|+00.78|+00.90|-02.08
Tomato|+00.38|+00.97|+00.72
Vase|+01.34|+00.18|+02.35
Vase|+01.74|+00.89|+02.48
Vase|+01.50|+00.55|+02.48
Vase|+01.81|+00.56|+02.42
Window|+02.11|+01.50|+01.07
WineBottle|+01.96|+00.90|-01.66
