Apple|-00.47|+01.15|+00.48
Book|+00.15|+01.10|+00.62
Bottle|+01.54|+00.89|-02.54
Bowl|+00.27|+01.10|-00.75
Bread|-00.52|+01.17|-00.03
ButterKnife|-00.41|+01.11|-00.46
Cabinet|+00.68|+00.50|-02.20
Cabinet|-01.18|+00.50|-02.20
Cabinet|-01.55|+00.50|+00.38
Cabinet|+00.72|+02.02|-02.46
Cabinet|-01.85|+02.02|+00.38
Cabinet|+00.68|+02.02|-02.46
Cabinet|-01.55|+00.50|-01.97
Cabinet|-01.69|+02.02|-02.46
Cabinet|-00.73|+02.02|-02.46
CoffeeMachine|-01.98|+00.90|-00.19
CounterTop|+00.69|+00.95|-02.48
CounterTop|-00.08|+01.15|00.00
CounterTop|-01.87|+00.95|-01.21
CreditCard|-00.46|+01.10|+00.87
Cup|+00.37|+01.64|-02.58
DishSponge|-01.94|+00.75|-01.71
Drawer|-01.56|+00.66|-00.20
Drawer|+00.95|+00.83|-02.20
Drawer|+00.95|+00.56|-02.20
Drawer|-01.56|+00.84|+00.20
Drawer|+00.95|+00.22|-02.20
Drawer|+00.95|+00.71|-02.20
Drawer|+00.95|+00.39|-02.20
Drawer|-01.56|+00.33|-00.20
Drawer|-01.56|+00.84|-00.20
Egg|-02.04|+00.81|+01.24
Faucet|-02.15|+00.91|-01.50
Floor|+00.00|+00.00|+00.00
Fork|+00.95|+00.77|-02.37
Fridge|-02.10|+00.00|+01.07
GarbageCan|-01.94|00.00|+02.03
HousePlant|-01.95|+00.89|-02.52
Kettle|+01.04|+00.90|-02.60
Knife|-01.70|+00.79|-00.22
Lettuce|-01.81|+00.97|-00.94
LightSwitch|+02.33|+01.31|-00.16
Microwave|-00.24|+01.69|-02.53
Mug|-01.76|+00.90|-00.62
Pan|+00.72|+00.90|-02.42
PaperTowelRoll|-02.06|+01.01|-00.81
PepperShaker|+00.30|+00.90|-02.47
Plate|+00.96|+01.65|-02.61
Pot|-01.22|+00.90|-02.36
Potato|-01.66|+00.93|-02.15
SaltShaker|+00.35|+00.90|-02.57
Shelf|+01.75|+00.17|-02.56
Shelf|+01.75|+00.88|-02.56
Shelf|+01.75|+00.55|-02.56
ShelvingUnit|+01.75|+00.01|-02.56
Sink|-01.90|+00.97|-01.50
Sink|-01.90|+00.97|-01.50|SinkBasin
SoapBottle|-01.99|+00.90|-02.03
Spatula|+00.38|+00.91|-02.33
Spoon|+00.98|+00.77|-02.29
Statue|+01.96|+00.18|-02.54
Stool|+00.70|+00.00|-00.51
Stool|+00.74|+00.00|+00.56
StoveBurner|-00.47|+00.92|-02.37
StoveBurner|-00.04|+00.92|-02.58
StoveBurner|-00.47|+00.92|-02.58
StoveBurner|-00.04|+00.92|-02.37
StoveKnob|-00.48|+00.88|-02.19
StoveKnob|-00.02|+00.88|-02.19
StoveKnob|-00.33|+00.88|-02.19
StoveKnob|-00.18|+00.88|-02.19
Toaster|-01.84|+00.90|+00.13
Tomato|-00.39|+01.14|-00.81
Vase|+01.56|+00.56|-02.50
Vase|+01.99|+00.56|-02.49
Window|-02.23|+01.43|-01.20
WineBottle|-01.00|+01.65|-02.58
