Apple|-00.48|+00.97|+00.41
Bowl|-00.65|+00.90|+01.26
Bread|-00.71|+00.98|+00.43
ButterKnife|+01.44|+00.91|+00.46
Cabinet|-02.15|+00.40|-00.24
Cabinet|-02.45|+02.15|-01.28
Cabinet|-02.45|+01.95|+01.64
Cabinet|-02.45|+01.95|+01.69
Cabinet|-02.45|+02.15|-00.29
Cabinet|-02.45|+01.95|+00.36
Cabinet|-02.45|+01.95|+00.41
Cabinet|+00.15|+02.01|-01.60
Cabinet|-02.15|+00.40|+01.58
Cabinet|-02.15|+00.40|+00.64
Cabinet|-02.45|+01.95|+02.93
Cabinet|-02.15|+00.40|+00.70
Cabinet|-02.29|+01.97|-01.33
Cabinet|+01.57|+02.01|-00.78
Cabinet|+01.57|+02.01|+00.47
CoffeeMachine|+00.46|+00.90|-01.81
CounterTop|-00.36|+00.95|+01.09
CounterTop|-01.49|+00.95|+01.32
CounterTop|+00.47|+00.95|-01.63
CounterTop|+01.59|+00.95|+00.41
Cup|-00.65|+00.90|+00.74
DishSponge|+01.74|+00.90|-00.86
Drawer|-02.28|+00.79|+00.44
Drawer|-02.28|+00.79|+00.90
Drawer|-02.28|+00.79|-00.03
Drawer|-02.28|+00.79|+01.37
Egg|-02.53|+00.60|-00.71
Faucet|+01.31|+00.90|-01.54
Floor|+00.00|+00.00|+00.00
Fork|+01.44|+00.90|+00.38
Fridge|-02.48|+00.00|-00.78
GarbageCan|+01.65|00.00|+00.68
Kettle|+00.85|+00.90|-01.79
Knife|-00.64|+00.91|+01.62
Lettuce|+01.11|+00.83|-01.43
LightSwitch|-00.93|+01.35|-01.95
Microwave|-02.58|+00.90|+02.44
Mug|+01.45|+00.91|-01.23
Pan|+00.00|+00.90|+00.95
PaperTowelRoll|+00.69|+01.01|-01.83
PepperShaker|+01.76|+00.90|+00.37
Plate|-02.35|+00.90|+00.05
Pot|-02.31|+00.11|+00.90
Potato|-02.24|+00.94|-00.18
SaltShaker|+01.67|+00.90|+00.46
Sink|+01.38|+00.81|-01.27
Sink|+01.38|+00.81|-01.27|SinkBasin
SoapBottle|+01.02|+00.90|-01.65
Spatula|-02.31|+00.91|+00.33
Spoon|-00.66|+00.90|+01.38
Stool|+00.44|+00.01|+00.75
Stool|-02.30|+00.01|+01.84
StoveBurner|+01.41|+00.92|+00.06
StoveBurner|+01.69|+00.92|-00.34
StoveBurner|+01.69|+00.92|+00.06
StoveBurner|+01.41|+00.92|-00.34
StoveKnob|+01.88|+01.09|-00.44
StoveKnob|+01.88|+01.09|-00.31
StoveKnob|+01.88|+01.09|+00.15
StoveKnob|+01.88|+01.09|+00.02
Toaster|-02.57|+00.90|+01.88
Tomato|+01.30|+00.96|-01.08
Window|+01.97|+01.52|+01.12
Window|+01.51|+01.53|-01.50
