Apple|-02.66|+00.97|-01.55
Blinds|-02.54|+02.70|-03.96
Bottle|-02.70|+00.92|-00.88
Bowl|-02.75|+00.92|-01.17
Bread|-00.41|+00.95|-03.63
ButterKnife|-00.31|+00.91|-03.44
Cabinet|-00.30|+01.92|-02.50
Cabinet|-01.76|+02.14|-03.69
Cabinet|-00.33|+01.92|-03.39
Cabinet|-00.31|+02.14|-02.48
Cabinet|-00.58|+00.39|-03.40
Cabinet|-00.58|+00.39|-01.80
Cabinet|-00.88|+00.39|-03.42
Cabinet|-00.31|+02.14|-01.54
Cabinet|-00.58|+00.39|-02.20
Cabinet|-00.88|+02.14|-03.69
Chair|-03.24|+00.00|-01.25
Chair|-03.26|+00.00|-02.09
CoffeeMachine|-00.15|+00.90|-03.14
CounterTop|-00.30|+00.95|-02.79
Cup|-02.44|+00.92|-02.36
DiningTable|-02.43|+00.00|-01.69
DishSponge|-00.07|+00.91|-01.69
Drawer|-00.75|+00.78|-03.55
Drawer|-00.45|+00.78|-03.27
Egg|-00.41|+01.39|-01.01
Faucet|-00.08|+00.90|-02.03
Floor|-00.94|00.00|+00.32
Fork|-00.30|+00.79|-01.86
Fridge|-00.33|+00.00|-00.77
GarbageCan|-01.94|00.00|-03.76
Knife|-02.27|+00.92|-02.14
Lettuce|-02.62|+01.01|-01.73
LightSwitch|-04.32|+01.32|+00.00
Microwave|-01.32|+01.52|-03.80
Mug|-02.59|+00.92|-02.31
Pan|-02.17|+00.92|-01.10
Pen|-02.33|+00.92|-00.89
Pencil|-02.22|+00.92|-00.86
PepperShaker|-00.44|+00.90|-03.35
Plate|-02.12|+00.92|-02.42
Pot|-02.24|+00.92|-01.88
Potato|-02.08|+00.95|-01.60
SaltShaker|-00.83|+00.90|-03.77
Shelf|-02.43|+00.52|-01.69
Shelf|-02.43|+00.15|-01.69
Sink|-00.35|+00.91|-02.01
Sink|-00.35|+00.91|-02.01|SinkBasin
SoapBottle|-00.18|+00.90|-02.46
Spatula|-00.30|+00.91|-02.54
Spoon|-00.33|+00.79|-02.12
StoveBurner|-01.52|+00.93|-03.75
StoveBurner|-01.13|+00.93|-03.50
StoveBurner|-01.52|+00.93|-03.50
StoveBurner|-01.13|+00.93|-03.75
StoveKnob|-01.03|+01.08|-03.96
StoveKnob|-01.42|+01.08|-03.96
StoveKnob|-01.18|+01.08|-03.96
StoveKnob|-01.58|+01.08|-03.96
Toaster|-00.18|+00.90|-02.76
Tomato|-02.67|+00.98|-02.01
Window|-02.50|+01.78|-04.19
WineBottle|-02.44|+00.92|-02.14
