Apple|-00.74|+00.77|+00.99
Bowl|-02.58|+00.81|+03.36
Bread|-00.96|+00.77|+01.10
ButterKnife|-02.19|+00.81|+03.55
Cabinet|-02.38|+02.01|+01.69
Cabinet|-02.43|+00.44|+03.17
Cabinet|-01.97|+00.39|+03.52
Cabinet|-01.14|+00.39|+03.52
Cabinet|-02.38|+02.01|+03.18
Cabinet|-02.38|+01.93|+01.69
Cabinet|-02.43|+00.44|+03.42
Cabinet|+00.58|+00.39|+02.36
Cabinet|-02.95|+01.93|+03.73
Cabinet|-02.38|+01.69|+02.57
Cabinet|-01.99|+00.39|+03.51
Cabinet|-02.38|+02.01|+02.56
Cabinet|-02.38|+00.64|+01.68
Cabinet|-01.96|+01.93|+03.73
Cabinet|-02.38|+02.01|+01.06
Cabinet|-02.62|+01.93|+03.73
Cabinet|-00.42|+00.67|+03.74
Cabinet|+00.58|+00.39|+00.82
Cabinet|-01.98|+01.78|+03.73
Cabinet|-00.42|+01.70|+03.74
Cabinet|+00.58|+00.39|+02.69
Cabinet|-02.38|+01.41|+01.68
Cabinet|-01.10|+01.93|+03.73
CoffeeMachine|+01.00|+00.81|+02.49
CounterTop|+00.86|+00.86|+02.37
CounterTop|+00.86|+00.86|+00.98
CounterTop|-02.08|+00.86|+03.80
Cup|+00.66|+00.81|+00.89
DiningTable|-00.92|00.00|+01.20
DishSponge|-01.48|+00.69|+03.78
Drawer|+00.73|+00.70|+02.20
Drawer|+00.73|+00.70|+02.53
Drawer|+00.73|+00.70|+00.98
Drawer|-02.11|+00.71|+03.66
Egg|-02.53|+01.18|+02.22
Faucet|-01.37|+00.81|+03.99
Faucet|-01.84|+00.81|+03.99
Floor|+01.52|+00.00|+04.24
Fork|+00.80|+00.81|+02.25
Fridge|-02.64|+00.00|+02.13
GarbageCan|+00.93|00.00|+02.92
Knife|-02.29|+00.82|+03.62
Lettuce|-00.62|+00.80|+01.32
LightSwitch|+00.83|+01.40|+04.08
Microwave|-01.53|+01.25|+03.87
Mug|-01.22|+00.72|+01.34
Pan|-02.67|+00.81|+03.74
PaperTowelRoll|+01.07|+00.92|+02.09
PepperShaker|+01.03|+00.81|+02.17
Plate|+00.86|+00.81|+00.98
Pot|+00.62|+00.85|+01.40
Potato|-00.74|+00.77|+01.41
SaltShaker|+00.97|+00.81|+02.12
Sink|-01.70|+00.73|+03.83
Sink|-01.70|+00.73|+03.83|SinkBasin
SoapBottle|-02.04|+00.81|+03.83
Spatula|+00.71|+00.82|+02.13
Spoon|+00.84|+00.81|+02.17
Stool|-00.93|+00.00|+01.40
StoveBurner|+00.64|+00.84|+01.77
StoveBurner|+00.91|+00.84|+01.38
StoveBurner|+00.64|+00.84|+01.38
StoveBurner|+00.91|+00.84|+01.77
StoveKnob|+01.10|+01.00|+01.32
StoveKnob|+01.10|+01.00|+01.73
StoveKnob|+01.10|+01.00|+01.89
StoveKnob|+01.10|+01.00|+01.48
Toaster|-02.25|+00.81|+03.86
Tomato|-00.91|+00.79|+01.48
Window|-01.13|+01.67|+00.81
