Apple|+00.90|+01.00|+02.50
Bottle|-01.27|+00.76|+02.10
Bowl|+01.19|+00.90|+00.42
Bread|+00.97|+01.02|+02.70
ButterKnife|+01.13|+00.90|-00.31
Cabinet|-00.99|+00.40|-00.34
Cabinet|-00.99|+00.40|+00.37
Cabinet|-01.19|+02.31|+00.43
Cabinet|-01.19|+02.31|+01.38
Cabinet|+00.99|+00.40|+01.23
Cabinet|+00.34|+00.40|-00.35
Cabinet|+00.99|+00.40|-00.18
Cabinet|-00.37|+00.40|-00.35
Cabinet|+00.99|+00.40|+00.58
Cabinet|+01.19|+02.31|+00.43
Cabinet|+01.19|+02.31|+01.18
Cabinet|-01.19|+02.06|+00.38
Cabinet|-01.19|+02.06|-00.28
Cabinet|-01.19|+02.06|-00.33
Cabinet|-01.10|+02.06|-00.65
Cabinet|+00.99|+00.40|+00.53
Cabinet|-00.57|+02.06|-00.65
Cabinet|+00.59|+02.31|-00.65
Cabinet|+01.19|+02.06|-00.64
Cabinet|+01.19|+02.06|+00.38
CellPhone|-01.04|+00.76|+02.98
CoffeeMachine|+01.31|+00.90|-00.74
CounterTop|+01.28|+00.95|+00.07
CounterTop|-01.00|+00.95|-00.67
Cup|-00.87|+00.90|-00.73
DiningTable|-01.18|+00.01|+02.41
DiningTable|+01.17|+00.01|+02.57
DishSponge|-00.58|+00.90|-00.76
Drawer|+01.12|+00.79|-00.02
Drawer|-01.12|+00.79|+00.21
Drawer|-01.12|+00.79|-00.17
Drawer|+01.12|+00.79|+00.73
Drawer|+01.12|+00.79|+00.37
Drawer|+01.12|+00.79|+01.08
Egg|+00.07|+00.77|-00.61
Faucet|-00.03|+00.93|-00.81
Floor|+00.00|+00.00|+00.00
Fork|+01.16|+00.96|+02.52
Fridge|-01.30|+00.01|+00.99
GarbageCan|+01.30|-00.02|+01.47
Kettle|-01.36|+00.76|+02.94
Knife|-00.73|+00.91|-00.56
Lettuce|+01.25|+00.96|-00.15
LightSwitch|+00.12|+01.35|+03.80
Microwave|-01.34|+00.90|+00.05
Mug|-00.15|+00.75|-00.66
Pan|-01.33|+00.90|-00.70
PepperShaker|+01.21|+00.90|+00.86
Plate|-01.09|+00.90|-00.51
Pot|+00.51|+00.94|-00.49
Potato|-01.34|+00.81|+01.82
SaltShaker|+01.33|+00.90|+00.78
Shelf|-01.18|+00.44|+02.41
Shelf|-01.18|+00.13|+02.41
Sink|-00.01|+00.91|-00.62
Sink|-00.01|+00.91|-00.62|SinkBasin
SoapBottle|-00.42|+00.90|-00.73
Spatula|+01.11|+00.91|+01.13
Spoon|+01.33|+00.97|+02.76
SprayBottle|+01.13|+00.10|+01.06
Stool|+01.14|+00.01|+03.26
StoveBurner|+00.50|+00.93|-00.74
StoveBurner|+00.80|+00.93|-00.47
StoveBurner|+00.80|+00.93|-00.74
StoveBurner|+00.50|+00.93|-00.47
StoveKnob|+00.78|+01.09|-00.91
StoveKnob|+00.43|+01.09|-00.91
StoveKnob|+00.89|+01.09|-00.91
StoveKnob|+00.55|+01.09|-00.91
Toaster|+01.36|+00.90|+01.05
Tomato|-00.51|+00.95|-00.49
Window|+01.60|+01.65|+02.49
Window|-00.01|+01.64|-00.97
WineBottle|-01.38|+00.76|+02.20
