Apple|-00.74|+01.14|-01.55
Bowl|+00.19|+00.90|+01.17
Bread|+01.62|+00.98|+00.76
ButterKnife|+00.30|+00.90|-01.30
Cabinet|+01.66|+02.05|-01.89
Cabinet|+01.66|+02.30|+01.31
Cabinet|+01.66|+02.30|+00.69
Cabinet|+01.66|+02.05|+00.67
Cabinet|+01.66|+02.06|+00.19
Cabinet|+01.66|+02.06|-00.59
Cabinet|+01.66|+02.05|-00.61
Cabinet|+01.66|+02.05|-01.21
Chair|+00.36|+00.00|+01.71
Chair|+01.07|+00.00|+01.75
CoffeeMachine|+00.50|+00.90|-01.60
CounterTop|+00.99|+00.95|+01.02
CounterTop|+00.99|+00.95|-01.52
Cup|+01.79|+01.63|+00.39
DishSponge|+01.55|+00.92|-01.55
Egg|+00.71|+00.94|+00.94
Faucet|+01.10|+00.91|-01.85
Floor|+00.00|+00.00|+00.00
Fork|+01.21|+00.75|-01.73
Fridge|-00.53|+00.00|-01.55
GarbageCan|+01.77|-00.03|+01.68
Knife|+00.99|+00.76|-01.68
Ladle|+01.21|+00.93|+00.83
Lettuce|+00.86|+00.99|+01.11
LightSwitch|+02.00|+01.26|+03.09
Microwave|+01.75|+00.90|-00.84
Mug|+01.58|+00.90|+00.49
Pan|+01.28|+00.90|+01.19
PepperShaker|+01.93|+00.90|+00.29
Plate|+01.80|+01.65|00.00
Pot|+01.53|+00.91|+00.06
Potato|+00.57|+00.94|+01.00
SaltShaker|+01.84|+00.90|+00.41
Sink|+01.10|+00.91|-01.60
Sink|+01.10|+00.91|-01.60|SinkBasin
SoapBottle|+01.54|+00.90|-01.70
Spatula|+01.70|+01.08|+00.07
Spoon|+01.17|+00.75|-01.49
StoveBurner|+01.55|+00.91|+00.08
StoveBurner|+01.81|+00.91|+00.08
StoveBurner|+01.54|+00.91|-00.32
StoveBurner|+01.81|+00.91|-00.32
StoveKnob|+01.36|+00.82|-00.32
StoveKnob|+01.36|+00.82|-00.18
StoveKnob|+01.36|+00.82|+00.09
StoveKnob|+01.36|+00.82|-00.05
Toaster|+00.13|+00.90|-01.59
Tomato|+00.51|+00.96|+00.84
Window|+00.78|+01.74|-01.89
Window|-00.37|+01.59|+03.35
