Apple|-01.65|+00.81|+00.07
Bowl|+00.28|+00.92|+01.09
Bread|+00.26|+00.99|-00.08
ButterKnife|+01.67|+00.69|-00.11
Cabinet|-00.50|+00.48|-01.15
Cabinet|-01.39|+00.48|-01.15
Cabinet|-00.63|+02.02|-01.45
Cabinet|-01.70|+02.02|-01.45
Cabinet|+01.79|+02.02|-00.82
Cabinet|+00.50|+00.48|-01.15
Cabinet|+00.41|+00.48|+00.45
Cabinet|+01.71|+02.02|-01.45
Cabinet|+01.39|+00.48|-01.15
CellPhone|-00.31|+00.92|+01.29
Chair|00.00|+00.00|+01.24
CoffeeMachine|+01.36|+00.90|-01.60
CounterTop|+00.00|+00.95|-01.51
CounterTop|-00.02|+00.96|+00.51
Cup|+00.90|+01.67|-01.61
DishSponge|-00.55|+00.92|-01.39
Drawer|+00.81|+00.48|-01.16
Drawer|+01.50|+00.20|-00.02
Drawer|+01.50|+00.63|-00.02
Drawer|+01.50|+00.14|+00.60
Drawer|+01.50|+00.60|-00.02
Drawer|+01.50|+00.20|+01.22
Drawer|+01.50|+00.78|+01.22
Drawer|+01.50|+00.31|+00.60
Drawer|+01.50|+00.54|+00.60
Drawer|+01.50|+00.63|+00.61
Drawer|+01.50|+00.43|-00.02
Drawer|-00.70|+00.48|-01.16
Drawer|+01.50|+00.52|+01.22
Egg|+00.13|+00.95|-00.17
Faucet|+00.00|+00.91|-01.68
Floor|+00.00|+00.00|+00.00
Fork|+01.69|+00.90|+01.45
Fridge|-01.76|+00.00|00.00
GarbageCan|-01.80|+00.01|+01.33
Kettle|+01.68|+00.90|+00.09
Knife|+00.60|+00.91|-01.44
Ladle|+01.79|+00.93|+01.13
Lettuce|-01.71|+00.82|-00.14
LightSwitch|-00.15|+01.29|+03.70
Microwave|+01.93|+00.90|-00.77
Mug|-00.24|+00.92|-00.26
Pan|-01.29|+00.90|-01.35
PepperShaker|+01.89|+00.90|+00.03
Plate|+01.32|+01.67|-01.60
Pot|+00.89|+00.90|-01.41
Potato|+00.33|+00.94|+01.31
SaltShaker|+02.01|+00.90|+00.03
Sink|+00.00|+00.89|-01.44
Sink|+00.00|+00.89|-01.44|SinkBasin
SoapBottle|-00.56|+00.90|-01.57
Spatula|+01.78|+00.91|-00.13
Spoon|+01.62|+00.90|+01.40
StoveBurner|+01.77|+00.90|+00.60
StoveBurner|+01.98|+00.90|+00.38
StoveBurner|+01.98|+00.90|+00.82
StoveBurner|+01.77|+00.90|+00.38
StoveBurner|+01.98|+00.90|+00.60
StoveBurner|+01.77|+00.90|+00.82
StoveKnob|+01.60|+00.92|+00.46
StoveKnob|+01.60|+00.92|+00.68
StoveKnob|+01.60|+00.92|+00.74
StoveKnob|+01.60|+00.92|+00.63
StoveKnob|+01.60|+00.92|+00.57
StoveKnob|+01.60|+00.92|+00.52
Toaster|+01.98|+00.90|-00.34
Tomato|+00.17|+00.97|-00.28
Window|-03.24|+01.62|+02.69
Window|-00.01|+01.58|-01.82
Window|+02.22|+01.57|-00.39
