Apple|-03.24|+00.97|+02.94
Blinds|-01.41|+02.09|-00.30
Bowl|-03.23|+00.90|+01.29
Bread|-01.52|+00.96|+00.28
ButterKnife|-01.84|+00.78|+03.68
Cabinet|-02.99|+00.39|+01.04
Cabinet|-03.37|+01.93|+01.06
Cabinet|-03.37|+01.93|+03.96
Cabinet|-02.19|+00.39|+03.47
Cabinet|-03.35|+02.21|+02.65
Cabinet|-03.35|+02.21|+01.72
Cabinet|-02.96|+00.39|+03.46
Cabinet|-02.99|+00.39|+02.68
Cabinet|-03.37|+01.93|+02.68
Cabinet|-01.42|+00.39|+03.46
Cabinet|-02.21|+00.39|+03.46
CoffeeMachine|-03.55|+00.90|+03.27
CounterTop|-03.38|+00.95|+03.34
CounterTop|-03.38|+00.95|+01.36
Cup|-03.49|+01.45|+03.08
DiningTable|-01.40|+00.01|+00.24
DishSponge|-01.53|+00.90|+03.97
Drawer|-03.12|+00.78|+01.36
Drawer|-03.12|+00.78|+02.92
Drawer|-03.12|+00.78|+03.30
Egg|-00.15|+01.01|+03.90
Faucet|-01.80|+00.90|+03.93
Floor|-01.72|-00.08|+02.08
Fork|-03.12|+00.74|+02.93
Fridge|-00.44|+00.01|+04.00
GarbageBag|-00.38|+00.01|-00.03
GarbageCan|-01.19|-00.02|+03.79
Kettle|-03.15|+00.07|+02.92
Knife|-01.36|+00.88|+00.50
Lettuce|-01.67|+00.96|+00.10
LightSwitch|+00.25|+01.38|+02.09
Microwave|-03.48|+01.43|+02.18
Mug|-03.38|+00.95|+03.27
Pan|-02.61|+00.90|+03.62
PepperShaker|-01.72|+00.87|+00.40
Plate|-03.01|+00.90|+03.68
Pot|-03.14|+00.96|+02.37
Potato|-01.80|+00.91|+00.52
SaltShaker|-01.66|+00.87|+00.53
Sink|-01.80|+00.92|+03.66
Sink|-01.80|+00.92|+03.66|SinkBasin
SoapBottle|-02.04|+00.90|+03.95
Spatula|-03.23|+00.91|+01.61
Spoon|-03.12|+00.74|+02.83
Stool|-01.37|+00.01|+01.05
StoveBurner|-03.15|+00.96|+02.37
StoveBurner|-03.42|+00.96|+02.37
StoveBurner|-03.42|+00.96|+01.97
StoveBurner|-03.14|+00.96|+01.97
StoveKnob|-03.60|+01.11|+02.43
StoveKnob|-03.60|+01.11|+01.87
StoveKnob|-03.60|+01.11|+02.27
StoveKnob|-03.60|+01.11|+02.02
Toaster|-02.65|+00.90|+04.06
Tomato|-02.30|+00.96|+03.80
Window|-01.43|+01.34|-00.35
WineBottle|-03.56|+00.90|+03.77
